1647558560,0.00,0.00,0,0.00,53.40,42.10,-90.60,0.21,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0022,0.0000,-112,114,0,0.00,0,0.00,0.00,nan
1647558560,0.00,0.00,0,0.00,53.40,42.20,-90.00,0.21,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0022,0.0000,-112,114,0,0.00,0,0.00,0.00,nan
1647558561,0.00,0.00,0,0.00,53.40,42.10,-90.00,0.21,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0022,0.0000,-112,114,0,0.00,0,0.00,0.00,0.00
1647558561,0.00,0.00,0,0.00,53.30,42.10,-90.60,0.21,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0022,0.0000,-112,114,0,0.00,0,0.00,0.00,0.00
1647558561,0.00,0.00,0,0.00,53.30,42.20,-89.70,0.21,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0022,0.0000,-112,114,0,0.00,0,0.00,0.00,0.00
1647558561,0.00,0.00,0,0.00,53.30,42.10,-90.10,0.20,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0022,0.0000,-112,114,0,0.00,0,0.00,0.00,0.00
1647558561,0.00,0.00,0,0.00,53.40,42.10,-90.50,0.21,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0022,0.0000,-112,114,0,0.00,0,0.00,0.00,0.00
1647558562,0.00,0.00,0,0.00,53.30,42.20,-90.80,0.21,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0022,0.0000,-112,114,0,0.00,0,0.00,0.00,0.00
1647558562,0.00,0.00,0,0.00,53.30,42.10,-90.30,0.21,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0022,0.0000,-112,114,0,0.00,0,0.00,0.00,0.00
1647558562,0.00,0.00,0,0.00,53.30,42.10,-88.20,0.21,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0022,0.0000,-112,114,0,0.00,0,0.00,0.00,0.00
1647558562,0.00,0.00,0,0.00,53.30,42.20,-88.00,0.21,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0022,0.0000,-112,114,0,0.00,0,0.00,0.00,0.00
1647558563,0.00,0.00,0,0.00,53.30,42.10,-87.30,0.21,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0022,0.0000,-112,114,0,0.00,0,0.00,0.00,0.00
1647558563,0.00,0.00,0,0.00,53.30,42.10,-87.70,0.21,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0022,0.0000,-112,114,0,0.00,0,0.00,0.00,0.00
1647558563,0.00,0.00,0,0.00,53.30,42.20,-90.40,0.21,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0022,0.0000,-112,114,0,0.00,0,0.00,0.00,0.00
1647558563,0.00,0.00,0,0.00,53.30,42.20,-89.80,0.21,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0022,0.0000,-112,114,0,0.00,0,0.00,0.00,0.00
